Date,GBP/AUD,USD/AUD
2017-12-30,0.6073,0.8155
2017-12-31,0.6073,0.8155
2018-01-01,0.6073,0.8181
2018-01-02,0.6073,0.8181
2018-01-03,0.6033,0.8189
2018-01-04,0.6074,0.8198
2018-01-05,0.6076,0.8223
2018-01-06,0.6076,0.8223
2018-01-07,0.6076,0.8223
2018-01-08,0.6082,0.8224
2018-01-09,0.6054,0.8199
2018-01-10,0.6055,0.8182
2018-01-11,0.6075,0.8196
2018-01-12,0.6104,0.8251
2018-01-13,0.6104,0.8251
2018-01-14,0.6104,0.8251
2018-01-15,0.6038,0.8271
2018-01-16,0.6057,0.8335
2018-01-17,0.6045,0.8319
2018-01-18,0.6044,0.8367
2018-01-19,0.6032,0.8358
2018-01-20,0.6032,0.8358
2018-01-21,0.6032,0.8358
2018-01-22,0.6035,0.8354
2018-01-23,0.6004,0.837
2018-01-24,0.5986,0.8356
2018-01-25,0.5956,0.8437
2018-01-26,0.5956,0.8437
2018-01-27,0.5956,0.8437
2018-01-28,0.5956,0.8437
2018-01-29,0.6014,0.8464
2018-01-30,0.6042,0.8477
2018-01-31,0.5986,0.8442
2018-02-01,0.5951,0.8405
2018-02-02,0.5906,0.8392
2018-02-03,0.5906,0.8392
2018-02-04,0.5906,0.8392
2018-02-05,0.5892,0.828
2018-02-06,0.5915,0.8257
2018-02-07,0.5923,0.8243
2018-02-08,0.5911,0.8183
2018-02-09,0.5875,0.8156
2018-02-10,0.5875,0.8156
2018-02-11,0.5875,0.8156
2018-02-12,0.5928,0.8143
2018-02-13,0.5945,0.8199
2018-02-14,0.5935,0.8214
2018-02-15,0.593,0.8269
2018-02-16,0.5903,0.8291
2018-02-17,0.5903,0.8291
2018-02-18,0.5903,0.8291
2018-02-19,0.5911,0.826
2018-02-20,0.5925,0.827
2018-02-21,0.5906,0.8235
2018-02-22,0.5886,0.8177
2018-02-23,0.5893,0.8202
2018-02-24,0.5893,0.8202
2018-02-25,0.5893,0.8202
2018-02-26,0.5887,0.8177
2018-02-27,0.5894,0.8208
2018-02-28,0.5875,0.8152
2018-03-01,0.5922,0.8136
2018-03-02,0.5909,0.8117
2018-03-03,0.5909,0.8117
2018-03-04,0.5909,0.8117
2018-03-05,0.5898,0.8102
2018-03-06,0.5885,0.8118
2018-03-07,0.5904,0.8177
2018-03-08,0.5898,0.8173
2018-03-09,0.5917,0.8145
2018-03-10,0.5917,0.8145
2018-03-11,0.5917,0.8145
2018-03-12,0.5934,0.8207
2018-03-13,0.5938,0.8236
2018-03-14,0.5898,0.8209
2018-03-15,0.5915,0.8238
2018-03-16,0.5869,0.8157
2018-03-17,0.5869,0.8157
2018-03-18,0.5869,0.8157
2018-03-19,0.5804,0.8069
2018-03-20,0.5772,0.8075
2018-03-21,0.5761,0.8039
2018-03-22,0.5764,0.8126
2018-03-23,0.5735,0.8064
2018-03-24,0.5735,0.8064
2018-03-25,0.5735,0.8064
2018-03-26,0.5708,0.8069
2018-03-27,0.5698,0.8102
2018-03-28,0.568,0.8034
2018-03-29,0.5697,0.8017
2018-03-30,0.5697,0.8017
2018-03-31,0.5697,0.8017
2018-04-01,0.5714,0.8024
2018-04-02,0.5714,0.8024
2018-04-03,0.5714,0.8024
2018-04-04,0.5727,0.8045
2018-04-05,0.5741,0.8076
2018-04-06,0.5747,0.8046
2018-04-07,0.5747,0.8046
2018-04-08,0.5747,0.8046
2018-04-09,0.5709,0.8039
2018-04-10,0.5708,0.8061
2018-04-11,0.5734,0.8121
2018-04-12,0.5732,0.8116
2018-04-13,0.571,0.8116
2018-04-14,0.571,0.8116
2018-04-15,0.571,0.8116
2018-04-16,0.5706,0.8128
2018-04-17,0.5687,0.8143
2018-04-18,0.5693,0.813
2018-04-19,0.574,0.8144
2018-04-20,0.5749,0.8092
2018-04-21,0.5749,0.8092
2018-04-22,0.5749,0.8092
2018-04-23,0.5727,0.8045
2018-04-24,0.5712,0.7963
2018-04-25,0.5712,0.7963
2018-04-26,0.5687,0.7922
2018-04-27,0.5688,0.7913
2018-04-28,0.5688,0.7913
2018-04-29,0.5688,0.7913
2018-04-30,0.5757,0.7935
2018-05-01,0.5733,0.7891
2018-05-02,0.5759,0.7848
2018-05-03,0.5777,0.7851
2018-05-04,0.5804,0.7889
2018-05-05,0.5804,0.7889
2018-05-06,0.5804,0.7889
2018-05-07,0.5818,0.7889
2018-05-08,0.5805,0.788
2018-05-09,0.5761,0.7816
2018-05-10,0.5765,0.782
2018-05-11,0.583,0.7892
2018-05-12,0.583,0.7892
2018-05-13,0.583,0.7892
2018-05-14,0.5824,0.7886
2018-05-15,0.581,0.7887
2018-05-16,0.5792,0.7832
2018-05-17,0.583,0.7873
2018-05-18,0.5815,0.7871
2018-05-19,0.5815,0.7871
2018-05-20,0.5815,0.7871
2018-05-21,0.5848,0.7884
2018-05-22,0.5906,0.7941
2018-05-23,0.5899,0.7935
2018-05-24,0.5922,0.7919
2018-05-25,0.592,0.7934
2018-05-26,0.592,0.7934
2018-05-27,0.592,0.7934
2018-05-28,0.5916,0.7922
2018-05-29,0.5927,0.7906
2018-05-30,0.5925,0.7862
2018-05-31,0.5962,0.7935
2018-06-01,0.5948,0.7925
2018-06-02,0.5948,0.7925
2018-06-03,0.5948,0.7925
2018-06-04,0.5932,0.7926
2018-06-05,0.6004,0.801
2018-06-06,0.5946,0.7974
2018-06-07,0.5972,0.8025
2018-06-08,0.5932,0.7984
2018-06-09,0.5932,0.7984
2018-06-10,0.5932,0.7984
2018-06-11,0.5918,0.7952
2018-06-12,0.5948,0.7968
2018-06-13,0.5922,0.7934
2018-06-14,0.5924,0.7937
2018-06-15,0.5894,0.7838
2018-06-16,0.5894,0.7838
2018-06-17,0.5894,0.7838
2018-06-18,0.5878,0.7821
2018-06-19,0.5863,0.7782
2018-06-20,0.5862,0.7742
2018-06-21,0.5851,0.7725
2018-06-22,0.584,0.7746
2018-06-23,0.584,0.7746
2018-06-24,0.584,0.7746
2018-06-25,0.5855,0.779
2018-06-26,0.584,0.7771
2018-06-27,0.5857,0.7758
2018-06-28,0.5857,0.7701
2018-06-29,0.5882,0.7714
2018-06-30,0.5882,0.7714
2018-07-01,0.5859,0.7747
2018-07-02,0.5859,0.7747
2018-07-03,0.5844,0.7701
2018-07-04,0.5857,0.7744
2018-07-05,0.5855,0.7757
2018-07-06,0.5843,0.7745
2018-07-07,0.5843,0.7745
2018-07-08,0.5843,0.7745
2018-07-09,0.5847,0.7802
2018-07-10,0.5891,0.7827
2018-07-11,0.5878,0.7818
2018-07-12,0.5836,0.7724
2018-07-13,0.5866,0.7765
2018-07-14,0.5866,0.7765
2018-07-15,0.5866,0.7765
2018-07-16,0.5862,0.7773
2018-07-17,0.5864,0.778
2018-07-18,0.5893,0.7751
2018-07-19,0.5917,0.7755
2018-07-20,0.592,0.7728
2018-07-21,0.592,0.7728
2018-07-22,0.592,0.7728
2018-07-23,0.592,0.7791
2018-07-24,0.5894,0.7741
2018-07-25,0.5913,0.7791
2018-07-26,0.5912,0.7814
2018-07-27,0.5885,0.7735
2018-07-28,0.5885,0.7735
2018-07-29,0.5885,0.7735
2018-07-30,0.5906,0.7764
2018-07-31,0.5898,0.7767
2018-08-01,0.5919,0.7788
2018-08-02,0.5896,0.7762
2018-08-03,0.5915,0.7721
2018-08-04,0.5915,0.7721
2018-08-05,0.5915,0.7721
2018-08-06,0.5954,0.7763
2018-08-07,0.5964,0.7745
2018-08-08,0.5993,0.778
2018-08-09,0.6035,0.7801
2018-08-10,0.6009,0.7732
2018-08-11,0.6009,0.7732
2018-08-12,0.6009,0.7732
2018-08-13,0.5967,0.7641
2018-08-14,0.596,0.7636
2018-08-15,0.5961,0.761
2018-08-16,0.596,0.7598
2018-08-17,0.5974,0.7623
2018-08-18,0.5974,0.7623
2018-08-19,0.5974,0.7623
2018-08-20,0.5982,0.7649
2018-08-21,0.5994,0.77
2018-08-22,0.5974,0.7732
2018-08-23,0.5952,0.771
2018-08-24,0.5924,0.7612
2018-08-25,0.5924,0.7612
2018-08-26,0.5924,0.7612
2018-08-27,0.5941,0.7694
2018-08-28,0.5966,0.7716
2018-08-29,0.5959,0.7699
2018-08-30,0.587,0.7669
2018-08-31,0.5845,0.7625
2018-09-01,0.5831,0.756
2018-09-02,0.5831,0.756
2018-09-03,0.5831,0.756
2018-09-04,0.5872,0.7585
2018-09-05,0.5845,0.7542
2018-09-06,0.5832,0.7553
2018-09-07,0.5833,0.7567
2018-09-08,0.5833,0.7567
2018-09-09,0.5833,0.7567
2018-09-10,0.5755,0.7457
2018-09-11,0.572,0.7475
2018-09-12,0.5729,0.7488
2018-09-13,0.5758,0.7529
2018-09-14,0.5752,0.7561
2018-09-15,0.5752,0.7561
2018-09-16,0.5752,0.7561
2018-09-17,0.5731,0.7515
2018-09-18,0.5726,0.7553
2018-09-19,0.5749,0.7583
2018-09-20,0.5788,0.7628
2018-09-21,0.576,0.765
2018-09-22,0.576,0.765
2018-09-23,0.576,0.765
2018-09-24,0.5808,0.7624
2018-09-25,0.5786,0.7611
2018-09-26,0.5759,0.7608
2018-09-27,0.5771,0.7618
2018-09-28,0.5769,0.7566
2018-09-29,0.5769,0.7566
2018-09-30,0.5769,0.7566
2018-10-01,0.5799,0.7591
2018-10-02,0.58,0.7587
2018-10-03,0.5796,0.7548
2018-10-04,0.5749,0.7463
2018-10-05,0.5695,0.7439
2018-10-06,0.5695,0.7439
2018-10-07,0.5695,0.7439
2018-10-08,0.5634,0.7409
2018-10-09,0.5709,0.7448
2018-10-10,0.5658,0.7462
2018-10-11,0.5615,0.7425
2018-10-12,0.5642,0.7482
2018-10-13,0.5642,0.7482
2018-10-14,0.5642,0.7482
2018-10-15,0.5689,0.7472
2018-10-16,0.5675,0.7488
2018-10-17,0.5671,0.7498
2018-10-18,0.568,0.7472
2018-10-19,0.5719,0.7458
2018-10-20,0.5719,0.7458
2018-10-21,0.5719,0.7458
2018-10-22,0.5699,0.7475
2018-10-23,0.5722,0.744
2018-10-24,0.5715,0.7445
2018-10-25,0.5733,0.7416
2018-10-26,0.5781,0.744
2018-10-27,0.5781,0.744
2018-10-28,0.5781,0.744
2018-10-29,0.5801,0.7438
2018-10-30,0.5774,0.7433
2018-10-31,0.5847,0.7464
2018-11-01,0.5794,0.7437
2018-11-02,0.5795,0.7566
2018-11-03,0.5795,0.7566
2018-11-04,0.5795,0.7566
2018-11-05,0.5769,0.7548
2018-11-06,0.5784,0.7574
2018-11-07,0.5765,0.7571
2018-11-08,0.5796,0.7642
2018-11-09,0.581,0.7606
2018-11-10,0.581,0.7606
2018-11-11,0.581,0.7606
2018-11-12,0.5852,0.7571
2018-11-13,0.5846,0.7545
2018-11-14,0.5814,0.7559
2018-11-15,0.5826,0.759
2018-11-16,0.5958,0.7648
2018-11-17,0.5958,0.7648
2018-11-18,0.5958,0.7648
2018-11-19,0.5958,0.7671
2018-11-20,0.5925,0.7646
2018-11-21,0.59,0.7574
2018-11-22,0.5938,0.762
2018-11-23,0.5888,0.7611
2018-11-24,0.5888,0.7611
2018-11-25,0.5888,0.7611
2018-11-26,0.5893,0.7597
2018-11-27,0.5889,0.7577
2018-11-28,0.5927,0.7579
2018-11-29,0.5954,0.7671
2018-11-30,0.5981,0.7676
2018-12-01,0.6033,0.7737
2018-12-02,0.6033,0.7737
2018-12-03,0.6033,0.7737
2018-12-04,0.6028,0.7705
2018-12-05,0.6025,0.7694
2018-12-06,0.5958,0.762
2018-12-07,0.5907,0.7578
2018-12-08,0.5907,0.7578
2018-12-09,0.5907,0.7578
2018-12-10,0.591,0.7543
2018-12-11,0.5977,0.7542
2018-12-12,0.6035,0.7568
2018-12-13,0.5968,0.7576
2018-12-14,0.5963,0.7583
2018-12-15,0.5963,0.7583
2018-12-16,0.5963,0.7583
2018-12-17,0.5961,0.7512
2018-12-18,0.5938,0.7534
2018-12-19,0.5929,0.7527
2018-12-20,0.5891,0.7471
2018-12-21,0.5874,0.7477
2018-12-22,0.5874,0.7477
2018-12-23,0.5874,0.7477
2018-12-24,0.5828,0.7415
2018-12-25,0.5828,0.7415
2018-12-26,0.5828,0.7415
2018-12-27,0.5833,0.7414
2018-12-28,0.5806,0.7377
2018-12-29,0.5806,0.7377
2018-12-30,0.5806,0.7377
2018-12-31,0.5811,0.7413
2019-01-01,0.5794,0.7417
2019-01-02,0.5794,0.7417
2019-01-03,0.5803,0.7354
2019-01-04,0.5798,0.7359
2019-01-05,0.5798,0.7359
2019-01-06,0.5798,0.7359
2019-01-07,0.5857,0.7481
2019-01-08,0.5848,0.7499
2019-01-09,0.5868,0.7496
2019-01-10,0.5866,0.7536
2019-01-11,0.589,0.7539
2019-01-12,0.589,0.7539
2019-01-13,0.589,0.7539
2019-01-14,0.587,0.7567
2019-01-15,0.585,0.7555
2019-01-16,0.5843,0.7557
2019-01-17,0.583,0.7529
2019-01-18,0.5798,0.7557
2019-01-19,0.5798,0.7557
2019-01-20,0.5798,0.7557
2019-01-21,0.5819,0.7535
2019-01-22,0.5808,0.7515
2019-01-23,0.5747,0.7475
2019-01-24,0.5721,0.7499
2019-01-25,0.5684,0.7444
2019-01-26,0.5684,0.7444
2019-01-27,0.5684,0.7444
2019-01-28,0.5684,0.7444
2019-01-29,0.57,0.7521
2019-01-30,0.5712,0.7505
2019-01-31,0.5797,0.7627
2019-02-01,0.5795,0.7621
2019-02-02,0.5795,0.7621
2019-02-03,0.5795,0.7621
2019-02-04,0.5796,0.7601
2019-02-05,0.5793,0.758
2019-02-06,0.5834,0.7586
2019-02-07,0.5753,0.7471
2019-02-08,0.5735,0.7456
2019-02-09,0.5735,0.7456
2019-02-10,0.5735,0.7456
2019-02-11,0.5726,0.7457
2019-02-12,0.5746,0.7419
2019-02-13,0.5758,0.7455
2019-02-14,0.5776,0.7451
2019-02-15,0.5805,0.7461
2019-02-16,0.5805,0.7461
2019-02-17,0.5805,0.7461
2019-02-18,0.5778,0.7501
2019-02-19,0.5771,0.7488
2019-02-20,0.5741,0.7525
2019-02-21,0.5747,0.753
2019-02-22,0.5684,0.7436
2019-02-23,0.5684,0.7436
2019-02-24,0.5684,0.7436
2019-02-25,0.5716,0.7496
2019-02-26,0.5731,0.7532
2019-02-27,0.5674,0.755
2019-02-28,0.5619,0.7496
2019-03-01,0.5599,0.7448
2019-03-02,0.5599,0.7448
2019-03-03,0.5599,0.7448
2019-03-04,0.5608,0.7485
2019-03-05,0.5635,0.7442
2019-03-06,0.5635,0.7442
2019-03-07,0.559,0.7384
2019-03-08,0.5616,0.7367
2019-03-09,0.5616,0.7367
2019-03-10,0.5616,0.7367
2019-03-11,0.5677,0.7399
2019-03-12,0.5636,0.7426
2019-03-13,0.5672,0.744
2019-03-14,0.5607,0.7456
2019-03-15,0.5596,0.7426
2019-03-16,0.5596,0.7426
2019-03-17,0.5596,0.7426
2019-03-18,0.5596,0.744
2019-03-19,0.5612,0.746
2019-03-20,0.5598,0.7452
2019-03-21,0.565,0.7483
2019-03-22,0.5685,0.7473
2019-03-23,0.5685,0.7473
2019-03-24,0.5685,0.7473
2019-03-25,0.5618,0.7455
2019-03-26,0.5642,0.7471
2019-03-27,0.5662,0.7499
2019-03-28,0.5603,0.7447
2019-03-29,0.5674,0.7432
2019-03-30,0.5674,0.7432
2019-03-31,0.5674,0.7432
2019-04-01,0.5701,0.7484
2019-04-02,0.5678,0.7471
2019-04-03,0.5638,0.7426
2019-04-04,0.5659,0.7471
2019-04-05,0.5696,0.748
2019-04-06,0.5696,0.748
2019-04-07,0.5696,0.748
2019-04-08,0.5708,0.7465
2019-04-09,0.5714,0.7489
2019-04-10,0.5716,0.7454
2019-04-11,0.5733,0.75
2019-04-12,0.5713,0.7455
2019-04-13,0.5713,0.7455
2019-04-14,0.5713,0.7455
2019-04-15,0.575,0.7517
2019-04-16,0.5733,0.7505
2019-04-17,0.5753,0.7506
2019-04-18,0.5762,0.751
2019-04-19,0.5762,0.751
2019-04-20,0.5762,0.751
2019-04-21,0.5762,0.751
2019-04-22,0.5762,0.751
2019-04-23,0.5753,0.7465
2019-04-24,0.5744,0.7429
2019-04-25,0.5744,0.7429
2019-04-26,0.5695,0.7341
2019-04-27,0.5695,0.7341
2019-04-28,0.5695,0.7341
2019-04-29,0.571,0.7371
2019-04-30,0.571,0.7383
2019-05-01,0.5662,0.7377
2019-05-02,0.5628,0.7339
2019-05-03,0.5631,0.7335
2019-05-04,0.5631,0.7335
2019-05-05,0.5631,0.7335
2019-05-06,0.561,0.7327
2019-05-07,0.5581,0.7308
2019-05-08,0.5618,0.7339
2019-05-09,0.5633,0.7317
2019-05-10,0.5624,0.7313
2019-05-11,0.5624,0.7313
2019-05-12,0.5624,0.7313
2019-05-13,0.5643,0.7332
2019-05-14,0.5608,0.7264
2019-05-15,0.5629,0.7264
2019-05-16,0.5645,0.7249
2019-05-17,0.5639,0.7212
2019-05-18,0.5639,0.7212
2019-05-19,0.5639,0.7212
2019-05-20,0.5683,0.7213
2019-05-21,0.5679,0.7226
2019-05-22,0.5676,0.7213
2019-05-23,0.5693,0.72
2019-05-24,0.5708,0.7221
2019-05-25,0.5708,0.7221
2019-05-26,0.5708,0.7221
2019-05-27,0.5709,0.7264
2019-05-28,0.571,0.7239
2019-05-29,0.5728,0.7248
2019-05-30,0.5738,0.724
2019-05-31,0.5741,0.7237
2019-06-01,0.5751,0.7261
2019-06-02,0.5751,0.7261
2019-06-03,0.5751,0.7261
2019-06-04,0.5765,0.73
2019-06-05,0.576,0.7314
2019-06-06,0.5754,0.7296
2019-06-07,0.5763,0.7312
2019-06-08,0.5763,0.7312
2019-06-09,0.5763,0.7312
2019-06-10,0.5757,0.7328
2019-06-11,0.5742,0.7284
2019-06-12,0.5731,0.7283
2019-06-13,0.5718,0.7252
2019-06-14,0.5715,0.7248
2019-06-15,0.5715,0.7248
2019-06-16,0.5715,0.7248
2019-06-17,0.5728,0.7203
2019-06-18,0.5721,0.717
2019-06-19,0.573,0.7195
2019-06-20,0.5701,0.7214
2019-06-21,0.5712,0.7257
2019-06-22,0.5712,0.7257
2019-06-23,0.5712,0.7257
2019-06-24,0.5702,0.7249
2019-06-25,0.5725,0.7286
2019-06-26,0.5754,0.7286
2019-06-27,0.5763,0.7308
2019-06-28,0.5791,0.7332
2019-06-29,0.5791,0.7332
2019-06-30,0.5791,0.7332
2019-07-01,0.5793,0.7351
2019-07-02,0.5767,0.7288
2019-07-03,0.5813,0.7318
2019-07-04,0.5855,0.7353
2019-07-05,0.585,0.7357
2019-07-06,0.585,0.7357
2019-07-07,0.585,0.7357
2019-07-08,0.5867,0.7331
2019-07-09,0.5829,0.7296
2019-07-10,0.5821,0.7262
2019-07-11,0.5834,0.7297
2019-07-12,0.5837,0.7311
2019-07-13,0.5837,0.7311
2019-07-14,0.5837,0.7311
2019-07-15,0.5909,0.7371
2019-07-16,0.5886,0.7364
2019-07-17,0.5925,0.735
2019-07-18,0.5913,0.7353
2019-07-19,0.5911,0.7407
2019-07-20,0.5911,0.7407
2019-07-21,0.5911,0.7407
2019-07-22,0.5894,0.7371
2019-07-23,0.5905,0.736
2019-07-24,0.5897,0.7341
2019-07-25,0.5856,0.7311
2019-07-26,0.5855,0.728
2019-07-27,0.5855,0.728
2019-07-28,0.5855,0.728
2019-07-29,0.5848,0.7229
2019-07-30,0.591,0.722
2019-07-31,0.5925,0.7206
2019-08-01,0.5892,0.716
2019-08-02,0.5865,0.7127
2019-08-03,0.5865,0.7127
2019-08-04,0.5865,0.7127
2019-08-05,0.5875,0.7125
2019-08-06,0.584,0.709
2019-08-07,0.5829,0.7083
2019-08-08,0.583,0.7075
2019-08-09,0.5877,0.7134
2019-08-10,0.5877,0.7134
2019-08-11,0.5877,0.7134
2019-08-12,0.5985,0.7141
2019-08-13,0.5857,0.7078
2019-08-14,0.5904,0.7121
2019-08-15,0.5865,0.7071
2019-08-16,0.5864,0.71
2019-08-17,0.5864,0.71
2019-08-18,0.5864,0.71
2019-08-19,0.5876,0.7101
2019-08-20,0.5843,0.7092
2019-08-21,0.5835,0.7102
2019-08-22,0.5864,0.7109
2019-08-23,0.5779,0.7085
2019-08-24,0.5779,0.7085
2019-08-25,0.5779,0.7085
2019-08-26,0.5746,0.7047
2019-08-27,0.5812,0.7101
2019-08-28,0.5759,0.708
2019-08-29,0.5779,0.7061
2019-08-30,0.5789,0.7053
